Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Years,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDS28,8.18,1,0.08934456566666665,5,58.5588,2,6,2,1,1,171.7764
FDH32,12.799999999999999,0,0.086952708,6,96.541,7,11,2,1,1,1834.279
FDW37,19.2,0,0.108672501125,3,89.7488,7,11,2,1,1,2082.6224
FDY33,14.5,1,0.09459299422222223,13,159.4262,8,16,2,0,1,2705.1454
FDF17,5.19,0,0.04621202766666667,5,196.81099999999998,2,6,2,1,1,3731.809
FDG56,13.299999999999999,1,0.07686107511111111,6,61.0536,1,26,0,2,1,1592.5936
NCB18,19.599999999999998,0,0.0472045387,9,88.8514,1,26,0,2,1,2125.2336
FDU14,17.75,0,0.03350607133333333,4,248.275,6,9,2,1,1,998.7
FDU22,12.349999999999998,0,0.09079985455555556,13,119.1124,9,14,1,0,1,3673.8844
NCV41,14.349999999999998,0,0.0194789255,8,109.8228,1,26,0,2,1,2099.9332
FDY52,6.365000000000001,0,0.0069269705,5,63.2536,7,11,2,1,1,1225.072
DRG48,5.78,0,0.0166395182,14,143.9102,5,28,1,2,3,3062.0142
FDU01,20.25,1,0.009000292555555558,3,184.7924,5,28,1,2,3,4442.2176
NCP53,14.75,0,0.032920971375000004,8,238.6906,1,26,0,2,1,4278.4308
FDC17,12.150000000000002,0,0.01676341233333333,5,211.9928,9,14,1,0,1,631.1784
NCZ30,6.590000000000002,0,0.0273016635,9,121.5098,1,26,0,2,1,602.549
FDK03,12.599999999999998,1,0.07951575477777778,4,255.6356,8,16,2,0,1,2797.6916
FDE08,18.2,0,0.057136627777777775,6,149.8734,4,28,2,0,0,445.4202
NCM07,9.394999999999998,0,0.043328932,11,83.9908,5,28,1,2,3,2348.9424
FDY35,17.599999999999998,1,0.018323029100000006,1,47.7402,5,28,1,2,3,1975.4286
FDS28,8.18,1,0.08934456566666665,5,59.2588,5,28,1,2,3,1374.2112
FDI56,7.325000000000001,0,0.10675924020000001,6,92.7146,1,26,0,2,1,2006.7212
FDR23,15.849999999999998,0,0.0852754171,1,175.83700000000002,4,28,2,0,0,352.874
FDF29,15.099999999999998,1,0.021443080888888893,5,130.531,9,14,1,0,1,908.817
FDA47,10.5,1,0.113514422,0,164.12099999999998,5,28,1,2,3,6035.477
FDI10,8.51,1,0.07847733049999998,13,172.9422,1,26,0,2,1,1379.5376
FDC45,17.0,0,0.13200301977777776,6,170.2106,4,28,2,0,0,171.1106
FDA27,20.349999999999998,1,0.03008312277777778,4,257.2672,2,6,2,1,1,2045.3376
NCR41,17.849999999999998,0,0.0157896545,8,96.9094,3,4,1,2,2,1332.9316
FDR09,18.25,0,0.0888556539,13,258.4962,3,4,1,2,2,2848.9582
NCB06,17.599999999999998,0,0.08856409933333334,8,160.49200000000002,1,26,0,2,1,1278.336
FDE53,10.894999999999998,0,0.0307297068,5,106.428,8,16,2,0,1,1491.392
DRE27,11.849999999999998,0,0.1427129157777778,4,99.6726,0,15,2,2,0,195.7452
NCA06,20.5,0,0.125433611375,9,35.919000000000004,5,28,1,2,3,585.904
FDL56,14.099999999999998,0,0.13637860022222223,6,88.6198,3,4,1,2,2,1133.8574
FDT09,15.150000000000002,1,0.012794236300000001,13,131.7284,6,9,2,1,1,1186.4556
DRH03,17.25,0,0.0365964795,4,91.61200000000001,0,15,2,2,0,93.212
NCQ53,17.599999999999998,0,0.018922928874999998,8,237.05900000000003,3,4,1,2,2,2836.308
NCT18,14.599999999999998,0,0.0679126521,9,179.6976,8,16,2,0,1,3621.952
FDL43,10.1,0,0.02934476533333334,10,76.467,6,9,2,1,1,1761.0410000000002
FDJ53,10.5,0,0.08146286350000001,5,119.2098,6,9,2,1,1,1325.6078
NCQ02,12.599999999999998,0,0.007196387333333333,9,186.9556,6,9,2,1,1,3942.8676
NCJ05,18.7,0,0.046131186625,8,153.6682,8,16,2,0,1,3506.7686
FDT40,5.985,0,0.09322491366666667,5,127.1678,3,4,1,2,2,3560.6984
FDA48,12.099999999999998,0,0.114981021625,0,221.4114,8,16,2,0,1,5099.3622
FDV37,13.0,1,0.08983535433333333,3,196.0426,9,14,1,0,1,2570.6538
FDX07,19.2,1,0.017834337888888892,6,181.695,7,11,2,1,1,2563.33
DRG48,5.78,0,0.0166395182,14,146.3102,7,11,2,1,1,2187.153
FDF44,7.170000000000001,1,0.06424906222222222,6,130.9968,6,9,2,1,1,2348.9424
FDS24,20.849999999999998,1,0.06746737444444445,0,88.1514,8,16,2,0,1,1682.4766
NCQ50,18.75,0,0.030051684625000002,9,215.7218,9,14,1,0,1,4274.436
FDT25,7.5,0,0.058019099399999996,3,123.4072,1,26,0,2,1,3185.1872
FDO03,10.394999999999998,1,0.035895956,10,230.5352,7,11,2,1,1,4580.704000000001
FDJ55,12.799999999999999,1,0.025312099888888887,10,223.5404,8,16,2,0,1,1800.3232
FDM36,11.650000000000002,1,0.06367935933333332,0,170.4422,1,26,0,2,1,517.3266
FDM21,20.2,0,0.06978725122222224,13,258.0646,2,6,2,1,1,5668.6212
FDK58,11.349999999999998,1,0.03877750711111111,13,103.0016,6,9,2,1,1,2125.2336
FDD26,8.71,1,0.08359176955555556,3,186.5924,0,15,2,2,0,555.2772
FDW57,8.31,1,0.10132541274999998,13,177.3028,7,11,2,1,1,1948.1308
FDT32,19.0,1,0.075033467,6,188.8214,0,15,2,2,0,188.4214
FDT25,7.5,0,0.058019099399999996,3,121.7072,7,11,2,1,1,367.5216
NCB19,6.5249999999999995,0,0.09790382200000002,9,84.6882,8,16,2,0,1,601.2174
FDD05,19.349999999999998,0,0.018990428900000002,5,122.0098,4,28,2,0,0,361.5294
NCE54,20.7,0,0.026165329444444444,9,77.0354,5,28,1,2,3,2332.2974
FDO39,6.985,1,0.13359178855555556,10,182.8608,9,14,1,0,1,4042.7376
NCV06,11.299999999999999,0,0.0583912773,9,192.2478,7,11,2,1,1,1356.2346
DRB13,6.115000000000001,1,0.006798638222222221,14,189.053,0,15,2,2,0,948.765
FDX51,9.5,1,0.023728431888888887,10,194.2452,0,15,2,2,0,782.9808
FDC38,15.700000000000001,0,0.12260802375000002,3,134.2942,7,11,2,1,1,1192.4478
FDD04,16.0,0,0.08755715155555555,4,143.2154,8,16,2,0,1,1701.7848
FDC05,13.099999999999998,1,0.10710795366666664,5,198.7768,3,4,1,2,2,3153.2288
DRJ59,11.650000000000002,0,0.018696562555555556,7,39.0164,5,28,1,2,3,1042.6428
FDL22,16.849999999999998,0,0.03945632888888889,13,90.6488,2,6,2,1,1,633.8416
DRH13,8.575000000000001,0,0.02589853388888889,14,107.62799999999999,4,28,2,0,0,213.05599999999998
FDV22,14.849999999999998,1,0.010691088555555556,13,157.563,0,15,2,2,0,312.926
FDP07,18.2,0,0.07998709633333333,6,197.21099999999998,7,11,2,1,1,3142.5759999999996
FDK27,11.0,0,0.00970035088888889,10,119.1756,9,14,1,0,1,1696.4584
FDP31,21.099999999999998,1,0.1616553375,6,64.9168,2,6,2,1,1,639.168
NCI54,15.200000000000001,0,0.035031900000000005,9,110.7912,0,15,2,2,0,109.1912
DRK35,8.365,0,0.082135738,7,37.7506,5,28,1,2,3,796.9626
NCO07,9.06,0,0.010599994111111111,11,213.25599999999997,9,14,1,0,1,4687.232
FDN31,11.5,0,0.07839821344444445,6,191.253,1,26,0,2,1,3036.048
NCO02,11.150000000000002,0,0.0713853041111111,11,66.8142,6,9,2,1,1,2372.9112
FDQ26,13.5,1,0.06545681733333333,4,57.2562,7,11,2,1,1,770.3306
FDQ07,15.099999999999998,1,0.09477156944444445,6,221.8456,8,16,2,0,1,663.1368
FDB49,8.299999999999999,1,0.031596274111111114,0,98.2384,9,14,1,0,1,2167.8448
FDY44,14.150000000000002,1,0.024427282,6,196.41099999999997,9,14,1,0,1,2749.7540000000004
NCI54,15.200000000000001,0,0.035031900000000005,9,107.3912,5,28,1,2,3,3057.3536
FDV44,8.365,1,0.03988152925,6,190.1188,8,16,2,0,1,1904.1879999999999
FDI48,11.849999999999998,1,0.05422334422222222,0,53.0666,9,14,1,0,1,512.6659999999999
NCL05,19.599999999999998,0,0.041270420555555555,8,42.277,6,9,2,1,1,605.878
FDT32,19.0,1,0.075033467,6,189.6214,9,14,1,0,1,2826.321
FDM10,18.25,0,0.07605243928571429,13,212.9218,9,14,1,0,1,3846.9924
FDS21,19.849999999999998,1,0.0238658559,13,63.5194,9,14,1,0,1,557.2746
FDD11,12.849999999999998,0,0.026379497666666665,15,251.704,7,11,2,1,1,3542.0559999999996
FDL04,19.0,0,0.12135383911111111,5,106.7622,5,28,1,2,3,2964.1416
FDO58,19.599999999999998,0,0.042911856444444445,13,163.7526,3,4,1,2,2,2960.1468
FDQ08,15.700000000000001,1,0.021641396,6,60.5536,2,6,2,1,1,490.0288
FDT28,13.299999999999999,0,0.06892211311111111,5,151.3708,8,16,2,0,1,3611.2992
FDT22,10.394999999999998,0,0.12154227677777778,13,59.022,3,4,1,2,2,1378.2060000000001
FDB58,10.5,1,0.015429315200000002,13,143.7154,6,9,2,1,1,3119.9388
FDN45,19.349999999999998,0,0.12704241288888887,13,224.8088,8,16,2,0,1,2013.3792
FDZ45,14.099999999999998,0,0.06979817810000001,13,198.9084,1,26,0,2,1,4761.8016
FDJ38,8.6,1,0.039147514666666675,3,188.753,8,16,2,0,1,7590.12
NCT06,17.099999999999998,0,0.037679787222222226,9,166.4842,7,11,2,1,1,1326.2736
FDU21,11.799999999999999,1,0.0877077051,13,32.8558,5,28,1,2,3,713.0718
NCP30,20.5,0,0.0327992025,9,38.9822,9,14,1,0,1,982.055
FDR27,15.099999999999998,1,0.10986311709999999,10,134.4942,9,14,1,0,1,2119.9072
FDW39,6.6899999999999995,1,0.028607903799999994,10,176.937,2,6,2,1,1,4234.488
DRZ24,7.534999999999998,0,0.06895387800000001,14,121.044,5,28,1,2,3,2396.88
FDK21,7.905,0,0.01077018888888889,13,250.7408,1,26,0,2,1,5757.8384
FDJ04,18.0,0,0.12456792762500002,5,118.5124,8,16,2,0,1,1303.6364
FDZ13,7.840000000000002,1,0.14807278755555553,3,50.835,2,6,2,1,1,599.22
FDS16,15.150000000000002,1,0.05800650275,5,144.67600000000002,2,6,2,1,1,3954.8520000000003
FDD56,15.200000000000001,1,0.11864051059999998,6,175.8054,0,15,2,2,0,1050.6324
FDI57,19.849999999999998,0,0.054075948624999995,12,197.2768,8,16,2,0,1,6503.5344
FDQ12,12.650000000000002,0,0.040481973500000004,0,231.601,5,28,1,2,3,5972.226
FDI56,7.325000000000001,0,0.10675924020000001,6,91.3146,8,16,2,0,1,1641.8628
NCT42,5.880000000000001,0,0.026984269777777778,9,148.4392,7,11,2,1,1,2087.9488
FDM25,10.695,1,0.06327776360000001,2,174.7712,6,9,2,1,1,3339.6528
DRB25,12.299999999999999,0,0.07940715200000001,14,106.0938,5,28,1,2,3,2787.0388
NCY30,20.25,0,0.02814002077777778,9,179.5976,8,16,2,0,1,2535.3664
FDD44,8.049999999999999,1,0.068681562125,6,257.0646,2,6,2,1,1,8760.5964
FDK45,11.650000000000002,0,0.036711002000000006,12,112.186,6,9,2,1,1,1018.674
FDN45,19.349999999999998,0,0.12704241288888887,13,222.6088,7,11,2,1,1,1789.6704
FDQ09,7.235,0,0.056558063000000006,13,115.8834,6,9,2,1,1,1382.2008
FDC17,12.150000000000002,0,0.01676341233333333,5,209.9928,6,9,2,1,1,5259.82
FDD45,8.615,0,0.1095635301,6,94.1436,1,26,0,2,1,1512.6976
FDD41,6.765,1,0.087341352875,5,105.0306,8,16,2,0,1,2090.612
FDU46,10.299999999999999,1,0.011968492,13,87.25399999999999,8,16,2,0,1,1211.756
FDO45,13.150000000000002,1,0.040825565333333334,13,89.4856,2,6,2,1,1,1230.3984
FDG41,8.840000000000002,1,0.07663339749999999,5,109.5228,6,9,2,1,1,1657.842
DRC13,8.26,1,0.028408358125,14,122.573,7,11,2,1,1,739.038
FDX50,20.099999999999998,0,0.0853146733,4,108.9228,3,4,1,2,2,1105.228
FDK56,9.695,0,0.1138588751,6,185.1898,6,9,2,1,1,2619.2572
NCL18,18.849999999999998,0,0.18170413355555556,9,194.6136,8,16,2,0,1,2721.7904
FDN57,18.25,0,0.05880384944444444,13,140.9154,9,14,1,0,1,6381.693
FDX03,15.849999999999998,1,0.0698456212,10,44.4744,5,28,1,2,3,769.6648
NCU17,5.32,0,0.09039766966666667,8,101.7674,1,26,0,2,1,1120.5414
FDL14,8.115,1,0.036764385600000005,3,157.3972,6,9,2,1,1,1869.5664
NCU18,15.099999999999998,0,0.0638369921,9,139.8496,8,16,2,0,1,1411.496
NCH43,8.42,0,0.08179811388888887,9,215.9192,2,6,2,1,1,1941.4728
FDH41,9.0,0,0.08554260949999999,5,216.2534,6,9,2,1,1,4301.068
FDS28,8.18,1,0.08934456566666665,5,57.3588,3,4,1,2,2,343.5528
FDG02,7.855000000000002,0,0.012210005222222223,3,191.4188,5,28,1,2,3,3998.7948
FDS40,15.349999999999998,0,0.014625192299999997,5,36.719,7,11,2,1,1,585.904
FDD10,20.599999999999998,1,0.044391723111111114,13,177.0344,1,26,0,2,1,535.3032
DRQ35,9.299999999999999,0,0.04585483366666667,7,124.4388,1,26,0,2,1,1609.9044
NCL05,19.599999999999998,0,0.041270420555555555,8,42.876999999999995,9,14,1,0,1,649.155
FDJ48,11.299999999999999,0,0.054423329222222226,0,247.8118,6,9,2,1,1,2223.1062
FDV21,11.5,0,0.1784756932,13,124.8704,5,28,1,2,3,2127.8968
FDJ26,15.299999999999999,1,0.0883800752,3,215.5218,6,9,2,1,1,4060.7142
NCN05,8.235,0,0.014473135750000001,8,184.495,2,6,2,1,1,3844.995
FDK09,15.200000000000001,0,0.1049048612,13,228.5352,8,16,2,0,1,1832.2816
FDM56,16.7,0,0.0731960783,6,110.9912,5,28,1,2,3,1310.2944
DRF25,9.0,0,0.042205006,14,37.019,7,11,2,1,1,659.1419999999999
FDG14,9.0,1,0.05054773525,3,150.9024,7,11,2,1,1,4402.2696
FDZ31,15.349999999999998,1,0.099148485625,6,190.8504,6,9,2,1,1,3643.2576
FDU21,11.799999999999999,1,0.0877077051,13,35.0558,4,28,2,0,0,33.9558
FDC57,20.099999999999998,1,0.0624130944,6,193.382,6,9,2,1,1,4247.804
FDU46,10.299999999999999,1,0.011968492,13,87.854,0,15,2,2,0,259.66200000000003
FDU22,12.349999999999998,0,0.09079985455555556,13,118.7124,6,9,2,1,1,2607.2728
DRG23,8.88,0,0.08366836566666666,7,152.5682,7,11,2,1,1,1372.2138
FDR23,15.849999999999998,0,0.0852754171,1,176.437,0,15,2,2,0,529.311
FDI14,14.099999999999998,0,0.08976127337499999,3,140.1496,3,4,1,2,2,846.8976
NCN42,20.25,0,0.013720204666666668,9,148.6418,7,11,2,1,1,2648.5524
NCM41,16.5,0,0.03568919075,8,93.61200000000001,9,14,1,0,1,1584.604
FDT55,13.599999999999998,1,0.042475326888888894,6,156.7946,8,16,2,0,1,3629.2758
DRY23,9.394999999999998,1,0.1182885868888889,14,42.9112,5,28,1,2,3,809.6128
FDL46,20.349999999999998,0,0.0563844029,13,119.5466,0,15,2,2,0,117.8466
FDQ57,7.2749999999999995,0,0.024076879666666665,13,145.076,6,9,2,1,1,1611.236
FDQ16,19.7,0,0.04525518333333333,5,109.2912,6,9,2,1,1,2402.2064
FDZ52,19.2,0,0.10764954233333333,5,109.1886,5,28,1,2,3,4225.1668
FDL16,12.849999999999998,0,0.19257724480000002,5,47.106,4,28,2,0,0,139.81799999999998
NCX18,14.150000000000002,0,0.008293218699999999,9,196.81099999999998,3,4,1,2,2,4517.4529999999995
FDM34,19.0,0,0.0703633571,13,130.8626,3,4,1,2,2,1573.9512
FDG60,20.349999999999998,0,0.06529431633333334,0,234.5616,5,28,1,2,3,6796.4864
NCA06,20.5,0,0.125433611375,9,37.119,3,4,1,2,2,842.237
DRD12,6.96,0,0.074149546375,14,89.9146,8,16,2,0,1,1277.0044
FDP04,15.349999999999998,0,0.014976604888888887,5,62.5168,3,4,1,2,2,447.4176
NCH30,17.099999999999998,0,0.0700285239,9,114.586,7,11,2,1,1,1584.604
FDS04,10.195,1,0.14140214444444443,5,142.2838,7,11,2,1,1,1685.8056
FDQ13,11.099999999999998,0,0.011538245888888887,3,82.9908,4,28,2,0,0,503.3448
FDU59,5.78,0,0.096475973375,1,162.8552,9,14,1,0,1,3574.0144
DRG11,6.384999999999999,0,0.08086896066666667,7,108.2596,7,11,2,1,1,1186.4556
FDA36,5.985,0,0.0061438207777777774,0,184.9924,5,28,1,2,3,3146.5708
FDA15,9.299999999999999,0,0.017235185222222223,4,248.5092,6,9,2,1,1,6474.2392
FDZ03,13.650000000000002,1,0.075609201875,4,188.024,0,15,2,2,0,745.696
FDJ16,9.195000000000002,0,0.11499261875,5,59.0246,6,9,2,1,1,1853.5872
FDZ12,9.17,0,0.0996963049,0,141.747,9,14,1,0,1,3006.087
FDH09,12.599999999999998,0,0.056129788625,12,53.2982,7,11,2,1,1,736.3748
FDT13,14.849999999999998,0,0.018122801299999998,3,188.7214,2,6,2,1,1,3956.8494
FDU20,19.349999999999998,1,0.024530518299999998,6,120.5098,2,6,2,1,1,1807.6470000000002
DRH25,18.7,0,0.014076490222222222,14,52.2324,6,9,2,1,1,467.3916
FDK26,5.46,1,0.033583419999999996,3,187.62400000000002,7,11,2,1,1,3542.0559999999996
FDU32,8.784999999999998,0,0.022745436799999998,6,120.9414,6,9,2,1,1,1949.4624
FDI22,12.599999999999998,0,0.10999115749999999,13,210.8612,7,11,2,1,1,3344.9792
NCB54,8.76,0,0.05427003988888889,8,127.3336,3,4,1,2,2,2684.5056
FDX46,12.299999999999999,1,0.0606329059,13,58.7562,7,11,2,1,1,592.562
NCC07,19.599999999999998,0,0.027381228400000002,9,103.1964,1,26,0,2,1,736.3748
FDQ34,10.849999999999998,0,0.17591281666666667,13,105.5622,4,28,2,0,0,211.7244
FDM16,8.155,1,0.033586642875,5,76.2354,3,4,1,2,2,1279.0018
FDJ55,12.799999999999999,1,0.025312099888888887,10,223.8404,5,28,1,2,3,7201.2928
DRI01,7.97,0,0.029381254,14,171.2422,2,6,2,1,1,3103.9596
FDD50,18.849999999999998,0,0.141774104375,3,167.6132,3,4,1,2,2,1522.0188
FDJ08,11.099999999999998,0,0.11999708800000002,6,191.5846,7,11,2,1,1,2101.9306
NCK18,9.6,0,0.006316495900000001,9,164.6184,9,14,1,0,1,2972.1312
FDQ14,9.269999999999998,0,0.07063594009999999,4,148.105,0,15,2,2,0,149.805
FDS51,13.349999999999998,0,0.032210457875,10,61.2194,8,16,2,0,1,433.4358
FDA04,11.299999999999999,1,0.06679212925,5,260.8962,6,9,2,1,1,4920.9278
FDP10,19.0,0,0.1464341176,13,107.6622,2,6,2,1,1,1164.4842
FDT36,12.299999999999999,0,0.0966094465,0,35.6874,7,11,2,1,1,846.8976
FDH38,6.424999999999999,0,0.01131773211111111,3,118.3808,2,6,2,1,1,2812.3392
FDC16,11.5,1,0.018017736875,4,84.954,3,4,1,2,2,865.54
FDF17,5.19,0,0.04621202766666667,5,195.91099999999997,9,14,1,0,1,2946.165
FDU23,12.150000000000002,0,0.020954106,1,163.5184,1,26,0,2,1,3137.2496
FDB34,15.25,0,0.02862400988888889,13,86.6198,9,14,1,0,1,1657.1762
FDW26,11.799999999999999,1,0.12238900479999999,4,221.6772,1,26,0,2,1,3113.2808
FDP45,15.700000000000001,1,0.03320522433333333,13,253.4724,7,11,2,1,1,1510.0344
FDD38,16.75,1,0.008549672300000002,3,103.5674,8,16,2,0,1,1629.8784
FDM60,10.799999999999999,1,0.0453860806,0,42.2138,9,14,1,0,1,690.4346
FDW26,11.799999999999999,1,0.12238900479999999,4,220.3772,6,9,2,1,1,4447.544
FDV51,16.349999999999998,0,0.035001888111111115,10,166.1842,5,28,1,2,3,5470.8786
FDT33,7.8100000000000005,1,0.029764857125,13,168.7158,9,14,1,0,1,2673.8528
FDQ40,11.099999999999998,1,0.0411870791,5,177.2712,8,16,2,0,1,3339.6528
FDX40,12.849999999999998,0,0.1032726509,5,38.3164,6,9,2,1,1,502.0132
FDU31,10.5,1,0.028570061900000006,6,216.7508,6,9,2,1,1,3038.7112
DRJ01,6.134999999999999,0,0.12373964255555557,14,161.0236,8,16,2,0,1,1288.9888
FDP11,15.849999999999998,0,0.0789965395,1,216.9166,5,28,1,2,3,4354.332
NCN43,12.150000000000002,0,0.007051840700000001,11,125.17299999999999,5,28,1,2,3,3202.498
FDA15,9.299999999999999,0,0.017235185222222223,4,249.6092,3,4,1,2,2,5976.2208
FDO04,16.599999999999998,0,0.023226001125000003,5,54.6614,2,6,2,1,1,884.1824
NCF43,8.51,0,0.044353331,9,142.947,6,9,2,1,1,3006.087
NCI17,8.644999999999998,0,0.1395464888888889,8,95.441,2,6,2,1,1,3282.3940000000002
FDY47,8.6,1,0.0568303445,1,128.83100000000002,1,26,0,2,1,1038.6480000000001
FDF20,12.849999999999998,0,0.037977679,6,196.4768,5,28,1,2,3,6306.4576
NCS53,14.5,0,0.09734269644444445,8,158.4604,8,16,2,0,1,2693.8268
FDK38,6.6499999999999995,0,0.0515912673,3,149.5734,9,14,1,0,1,2524.0478
FDW43,20.099999999999998,1,0.024314736555555556,6,225.9036,1,26,0,2,1,3643.2576
FDV57,15.25,1,0.049433515250000004,13,179.266,8,16,2,0,1,1438.128
FDX26,17.7,0,0.0916101643,4,182.3292,2,6,2,1,1,4195.8716
FDR04,7.075000000000001,0,0.021757498666666666,5,97.3068,8,16,2,0,1,1263.6884
FDP19,11.5,0,0.1480770922222222,6,129.3652,1,26,0,2,1,2066.6432
FDT07,5.82,1,0.075229446,6,254.533,2,6,2,1,1,1281.665
DRB24,8.784999999999998,0,0.02059638525,14,155.1656,9,14,1,0,1,4016.1056
FDB36,5.464999999999999,1,0.030340533875000006,0,129.1626,8,16,2,0,1,3672.5528
NCE07,8.18,0,0.013694736200000002,9,140.9154,5,28,1,2,3,2127.231
FDI16,14.0,1,0.14164533829999998,5,52.56399999999999,5,28,1,2,3,2290.3520000000003
FDP45,15.700000000000001,1,0.03320522433333333,13,252.2724,8,16,2,0,1,1258.362
NCC43,7.39,0,0.09029331277777777,9,251.9066,1,26,0,2,1,4267.1122
FDQ23,6.549999999999999,0,0.026592319444444443,1,102.9332,4,28,2,0,0,102.5332
FDW24,6.799999999999999,0,0.04286705810000001,0,48.6034,6,9,2,1,1,291.6204
FDW09,13.650000000000002,1,0.02788285988888889,13,80.2302,5,28,1,2,3,2139.2154
FDN10,11.5,0,0.04486434933333333,13,120.2124,6,9,2,1,1,1540.6612
FDE23,17.599999999999998,1,0.045393391777777785,15,45.606,6,9,2,1,1,1724.422
FDV16,7.75,1,0.08068504422222222,5,34.9558,6,9,2,1,1,645.1602
FDF12,8.235,0,0.08250460425,0,148.6076,5,28,1,2,3,3990.8052
FDN21,18.599999999999998,0,0.07499818,13,161.8236,9,14,1,0,1,1611.236
DRC25,5.73,0,0.047354412,14,86.0882,8,16,2,0,1,1116.5466
NCP18,12.150000000000002,0,0.03100787411111111,9,149.0708,9,14,1,0,1,1203.7664
FDW60,5.4399999999999995,1,0.017077836125,0,174.637,1,26,0,2,1,2999.429
FDY04,17.7,1,0.046055415,5,165.021,7,11,2,1,1,3425.5409999999997
NCJ31,19.2,0,0.19647952511111114,11,240.6196,5,28,1,2,3,4579.3724
DRN47,12.099999999999998,0,0.017550444300000002,7,180.666,1,26,0,2,1,4134.6179999999995
FDU13,8.355000000000002,0,0.1956789239,3,145.6418,1,26,0,2,1,3384.2614
FDT39,6.259999999999999,1,0.0112811137,10,151.1366,0,15,2,2,0,453.4098
NCQ18,15.75,0,0.14529697033333336,9,101.37,1,26,0,2,1,2097.27
FDV25,5.905,0,0.04441604033333333,3,221.5456,1,26,0,2,1,6852.4136
NCE30,16.0,0,0.09645156222222222,9,210.3902,8,16,2,0,1,1486.7314
NCN42,20.25,0,0.013720204666666668,9,148.9418,8,16,2,0,1,3531.4032
FDW25,5.175,0,0.040229820444444446,3,83.4224,9,14,1,0,1,1448.7808
FDS49,9.0,0,0.07721649277777778,3,77.2644,1,26,0,2,1,1335.5948
FDN34,15.599999999999998,1,0.039454636,13,168.2132,9,14,1,0,1,2367.5848
FDS45,5.175,1,0.033720113499999996,13,107.7622,3,4,1,2,2,2011.3818
NCL53,7.5,0,0.03497107044444444,8,175.4028,5,28,1,2,3,6729.9064
FDT38,18.7,0,0.05759101875,4,83.3566,9,14,1,0,1,1860.2452
NCX06,17.599999999999998,0,0.017933609599999997,9,182.6976,8,16,2,0,1,3440.8544
NCY17,18.2,0,0.12695078944444446,8,43.5086,1,26,0,2,1,1070.6064
NCO18,13.150000000000002,0,0.028181613800000005,9,179.5686,8,16,2,0,1,1422.1488
FDY47,8.6,1,0.0568303445,1,130.231,0,15,2,2,0,129.83100000000002
FDF57,14.5,1,0.05724890688888889,6,168.6448,5,28,1,2,3,3408.8959999999997
FDS26,20.349999999999998,0,0.09624148244444444,4,262.1594,9,14,1,0,1,3139.9128
NCL17,7.39,0,0.0774865454,8,140.6812,6,9,2,1,1,3704.5112
NCB18,19.599999999999998,0,0.0472045387,9,88.7514,9,14,1,0,1,2656.542
FDA50,16.25,0,0.09965961840000001,4,95.441,0,15,2,2,0,193.082
DRE13,6.28,0,0.031672791,14,86.5198,9,14,1,0,1,1395.5168
DRE60,9.394999999999998,0,0.172759627,14,226.072,1,26,0,2,1,3621.952
FDB20,7.72,0,0.0594248954,6,79.1986,2,6,2,1,1,778.9860000000001
NCS18,12.650000000000002,0,0.042250422625000006,9,106.4938,1,26,0,2,1,2465.4574
FDH19,19.349999999999998,0,0.03587643255555556,10,175.1738,4,28,2,0,0,347.5476
FDS47,16.75,0,0.1216027754,1,88.7856,7,11,2,1,1,966.7416
FDC09,15.5,1,0.028523167375,6,102.3332,1,26,0,2,1,922.7988
DRG23,8.88,0,0.08366836566666666,7,153.3682,9,14,1,0,1,1219.7456
FDU34,18.25,0,0.075264944,13,126.3046,7,11,2,1,1,747.0276
FDZ40,8.935,0,0.04593737960000001,5,52.9298,2,6,2,1,1,539.298
NCE30,16.0,0,0.09645156222222222,9,210.7902,6,9,2,1,1,4460.1942
FDA44,19.7,0,0.05725134355555555,6,55.093,3,4,1,2,2,1018.674
FDB32,20.599999999999998,0,0.0268116691,6,93.9778,6,9,2,1,1,2816.3340000000003
NCO06,19.25,0,0.11620766422222223,9,32.4558,8,16,2,0,1,101.8674
FDY44,14.150000000000002,1,0.024427282,6,198.31099999999998,8,16,2,0,1,2553.343
FDG10,6.630000000000001,1,0.012505931100000001,13,58.2588,7,11,2,1,1,343.5528
FDF38,11.799999999999999,1,0.026382547000000003,3,39.6138,8,16,2,0,1,365.5242
FDW59,13.150000000000002,0,0.020170768,1,85.9566,4,28,2,0,0,169.1132
FDP34,12.849999999999998,0,0.1335457037777778,13,155.563,8,16,2,0,1,4224.501
FDZ26,11.599999999999998,1,0.1646423517,4,239.8222,2,6,2,1,1,4063.3774
FDH17,16.2,1,0.018056513444444443,5,97.0726,4,28,2,0,0,293.6178
FDU44,12.150000000000002,1,0.06334854655555555,6,161.0552,2,6,2,1,1,3411.5592
FDS23,4.634999999999999,0,0.1527601121111111,1,128.2994,9,14,1,0,1,2698.4874
DRE03,19.599999999999998,0,0.02606072766666667,4,48.5718,3,4,1,2,2,425.4462
FDY57,20.2,1,0.12136713775,13,95.0752,7,11,2,1,1,2588.6304
FDH50,15.0,1,0.141374951375,3,185.2266,5,28,1,2,3,5901.6512
DRY23,9.394999999999998,1,0.1182885868888889,14,44.6112,8,16,2,0,1,511.3344
